chapter_number,chapter_country,date,document_type,document_title,release_status,page_count,source_bucket,country_risk_level,country_risk_score,participants,frus_topics,same_date_diary_backup_count,same_date_diary_backup_titles,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_print_lead_count_14_days,nearby_public_statement_count_7_days,nearby_public_statements,context_review_note,source_note,pdf_url,catalog_url
12,Venezuela,1989-12-20,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 12/20/1989; [Presidential Daily Diary] 12/20/1989 [EMPTY]",1,"+1d December 21, 1989 - Memorandum of Telephone Conversation with",6,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Perez.pdf,https://catalog.archives.gov/id/428080461
12,Venezuela,1990-02-26,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 2/26/1990; [Presidential Daily Diary] 2/26/1990",0,,0,2,"+0d 1990-02-26 - Remarks to Members of the National Governors' Association; +0d 1990-02-26 - Statement on the Election of Violeta Chamorro as President of Nicaragua","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: February 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-02-26--Perez.pdf,https://catalog.archives.gov/id/428080569
12,Venezuela,1990-03-21,Telcon,Memorandum of Telephone Conversation,Full,5,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 3/21/1990; [Presidential Daily Diary] 3/21/1990",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-21--Perez.pdf,https://catalog.archives.gov/id/428080615
12,Venezuela,1990-04-26,Memcon,Memorandum of Conversation,Unrestricted,2,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Presidential Memcon Files; Memcon",2,"[Presidential Daily Backup] 4/26/1990; [Presidential Daily Diary] 4/26/1990",0,,0,1,+0d 1990-04-26 - Remarks at the Welcoming Ceremony for President Carlos Andres Pérez of Venezuela,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-04-26--Perez.pdf,https://catalog.archives.gov/id/428080655
12,Venezuela,1990-08-13,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 8/13/1990; [Presidential Daily Diary] 8/13/1990",0,,0,1,+1d 1990-08-14 - The President's News Conference,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: August 1990 [2]. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-13--Perez.pdf,https://catalog.archives.gov/id/428080951
12,Venezuela,1990-10-01,Memcon,Memorandum of Conversation,Full,6,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 10/01/1990; [Presidential Daily Diary] 10/01/1990",0,,0,1,"+0d 1990-10-01 - Remarks on Signing a Resolution Providing Funding for Continued Government Operation and a Question-and-Answer Session With Reporters in New York, New York","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Perez.pdf,https://catalog.archives.gov/id/428081109
12,Venezuela,1990-12-08,Memcon,Memorandum of Conversation,Full,9,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 12/8/1990; [Presidential Daily Diary] 12/8/1990 [EMPTY]",0,,0,5,"+0d 1990-12-08 - Question-and-Answer Session With Reporters in Caracas, Venezuela; +0d 1990-12-08 - Remarks at a Luncheon Hosted by the Venezuelan-American Chambers of Commerce in Caracas, Venezuela; -1d 1990-12-07 - Toast at a State Dinner in Caracas, Venezuela; -3d 1990-12-05 - Question-and-Answer Session With Reporters in Buenos Aires, Argentina; -3d 1990-12-05 - Remarks to a Joint Session of the Congress in Buenos Aires, Argentina","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-08--Perez.pdf,https://catalog.archives.gov/id/428081239
12,Venezuela,1991-02-08,Telcon,Memorandum of Telephone Conversation,Full,8,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Perez.pdf,https://catalog.archives.gov/id/428081439
12,Venezuela,1991-04-09,Telcon,Memorandum of Telephone Conversation,Full,6,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/9/1991; [Presidential Daily Diary] 4/9/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-09--Perez.pdf,https://catalog.archives.gov/id/428081595
12,Venezuela,1991-04-20,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 4/20/1991; [Presidential Daily Diary] 4/20/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-20--Perez.pdf,https://catalog.archives.gov/id/428081653
12,Venezuela,1991-05-03,Memcon,Memorandum of Conversation,Full,9,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 5/3/1991; [Presidential Daily Diary] 5/3/1991",0,,0,3,"+0d 1991-05-03 - Exchange With Reporters on Reports of a 1980 Hostage Agreement; +0d 1991-05-03 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Andres Perez of Venezuela; +6d 1991-05-09 - Remarks to the Hispanic Alliance for Free Trade","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1991-June 1991]: May 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-05-03--Perez.pdf,https://catalog.archives.gov/id/428081627
12,Venezuela,1991-09-05,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 9/5/1991; [Presidential Daily Diary] 9/5/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-05--Perez.pdf,https://catalog.archives.gov/id/428081909
12,Venezuela,1991-09-24,Memcon,Memorandum of Conversation,Full,9,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 9/24/1991; [Presidential Daily Diary] 9/24/1991",0,,0,1,+0d 1991-09-24 - Exchange With Reporters in New York City Following Discussions With President Carlos Perez of Venezuela,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-09-24--Perez.pdf,https://catalog.archives.gov/id/428081905
12,Venezuela,1991-09-30,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 9/30/1991; [Presidential Daily Diary] 9/30/1991",0,,0,1,-6d 1991-09-24 - Exchange With Reporters in New York City Following Discussions With President Carlos Perez of Venezuela,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: September 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-30--Perez.pdf,https://catalog.archives.gov/id/428081963
12,Venezuela,1991-10-01,Telcon,Memorandum of Telephone Conversation,Full,3,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 10/1/1991; [Presidential Daily Diary] 10/1/1991",0,,0,1,-7d 1991-09-24 - Exchange With Reporters in New York City Following Discussions With President Carlos Perez of Venezuela,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: October 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-10-01--Perez.pdf,https://catalog.archives.gov/id/428081965
12,Venezuela,1991-10-10,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 10/10/1991; [Presidential Daily Diary] 10/10/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: October 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-10-10--Perez.pdf,https://catalog.archives.gov/id/428082007
12,Venezuela,1991-11-15,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 11/15/1991; [Presidential Daily Diary] 11/15/1991",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: November 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-11-15--Perez.pdf,https://catalog.archives.gov/id/428082045
12,Venezuela,1991-12-17,Telcon,Memorandum of Telephone Conversation,Full,6,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 12/17/1991; [Presidential Daily Diary] 12/17/1991",0,,0,2,"+2d 1991-12-19 - Statement by Press Secretary Fitzwater on the President's Telephone Conversation With Prime Minister Mulroney of Canada and President Perez of Venezuela; +2d 1991-12-19 - The President's News Conference With Foreign Correspondents","Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: December 1991. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-17--Perez.pdf,https://catalog.archives.gov/id/428082109
12,Venezuela,1992-04-09,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 4/9/1992; [Presidential Daily Diary] 4/9/1992",0,,0,1,+1d 1992-04-10 - The President's News Conference,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-003, Presidential Telephone Calls - Memorandum of Conversations 1/2/92 - 4/9/92. Declassified.",documents/venezuela/1992-04-09-bush-carlos-andres-perez-telcon-91113-003-p61-scowcroft.pdf,https://catalog.archives.gov/id/366551703
12,Venezuela,1992-06-20,Telcon,Memorandum of Telephone Conversation,Full,4,Presidential Telcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",2,"[Presidential Daily Backup] 6/20/1992; [Presidential Daily Diary] 6/20/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: June 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-20--Perez.pdf,https://catalog.archives.gov/id/428082247
12,Venezuela,1992-11-27,Telcon,Memorandum of a Telephone Conversation,Declassified,3,Scowcroft extract,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Brent Scowcroft Papers; Head-of-state memcons and telcons",2,"[Presidential Daily Backup] 11/27/1992; [Presidential Daily Diary] 11/27/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91110-002, Presidential Meetings - Memorandum of Conversations 7/9/92 - 12/22/92. Declassified.",documents/venezuela/1992-11-27-bush-carlos-andres-perez-telcon-91110-002-p65-scowcroft.pdf,https://catalog.archives.gov/id/366551685
12,Venezuela,1992-11-27,Memcon,Memorandum of Conversation,Full,1,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 11/27/1992; [Presidential Daily Diary] 11/27/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1992-December 1992]: November 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-27--Perez-1.pdf,https://catalog.archives.gov/id/428082369
12,Venezuela,1992-11-27,Memcon,Memorandum of Conversation,Full,3,Presidential Memcon Files,Monitor,18,"George H. W. Bush; Carlos Andres Perez","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",2,"[Presidential Daily Backup] 11/27/1992; [Presidential Daily Diary] 11/27/1992",0,,0,0,,"Check nearby leads/statements as surrounding evidence; OCR-derived leads require page-image confirmation before selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1992-December 1992]: November 1992. Declassified.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-11-27--Perez-2.pdf,https://catalog.archives.gov/id/428082371
